"Date","RegionName","State","Metro","County","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-10-31,"Pasadena","TX","Houston-The Woodlands-Sugar Land","Harris County",223,1213.77,0.0128,0.012,-0.001,32847
2019-10-31,"Beaumont","TX","Beaumont-Port Arthur","Jefferson County",224,1073.86,-0.0101,0.0056,0.0105,42710
2019-10-31,"Yuma","AZ","Yuma","Yuma County",225,968.04,0.0217,0.0417,0.0326,35980
2019-10-31,"Frisco","TX","Dallas-Fort Worth-Arlington","Collin County",226,1676.31,-0.0125,-0.0223,-0.0182,67912
2019-10-31,"Columbia","MO","Columbia","Boone County",227,939.63,0.011,0.0229,0.0225,47886
2019-10-31,"Syracuse","NY","Syracuse","Onondaga County",228,1017.69,-0.0184,0.0075,-0.0282,36690
2019-10-31,"Pasadena","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",229,2687.49,0.0043,0.0087,0.0146,42517
2019-10-31,"Bridgeport","CT","Bridgeport-Stamford-Norwalk","Fairfield County",230,1543.03,0.0055,0.0119,0.0237,36539
2019-10-31,"Macon","GA","Macon-Bibb County","Bibb County",231,848.44,0.0033,0.0201,0.0625,52132
2019-10-31,"Canton","OH","Canton-Massillon","Stark County",232,792.79,0.0249,0.028,0.0055,54735
2019-10-31,"Newark","DE","Philadelphia-Camden-Wilmington","New Castle County",233,1375.71,0.0228,0.0306,0.025,42056
2019-10-31,"Mesquite","TX","Dallas-Fort Worth-Arlington","Dallas County",234,1190.29,-0.0018,-0.0003,-0.0163,41312
2019-10-31,"Renton","WA","Seattle-Tacoma-Bellevue","King County",235,1824.05,-0.0037,0.0068,0.0109,48532
2019-10-31,"Metairie","LA","New Orleans-Metairie","Jefferson Parish",236,1204.23,0.0224,0.0323,0.0028,2781
2019-10-31,"Santa Maria","CA","Santa Maria-Santa Barbara","Santa Barbara County",237,1980.3,0.0017,0.0196,0.0645,33438
2019-10-31,"Torrance","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",238,2862.87,0.0093,0.0124,0.0061,40075
2019-10-31,"Clearwater","FL","Tampa-St. Petersburg-Clearwater","Pinellas County",239,1444.09,0.0136,0.019,0.0174,64146
2019-10-31,"Fullerton","CA","Los Angeles-Long Beach-Anaheim","Orange County",240,2470.96,0.0046,0.0048,0.0256,35240
2019-10-31,"McAllen","TX","McAllen-Edinburg-Mission","Hidalgo County",241,912.9,0.0071,0.0077,-0.0405,40551
2019-10-31,"Orange","CA","Los Angeles-Long Beach-Anaheim","Orange County",242,2599.35,0.008,0.014,0.0386,36946
2019-10-31,"Compton","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",243,2399.48,0.0127,0.0155,0.0008,25271
2019-10-31,"Hampton","VA","Virginia Beach-Norfolk-Newport News","Hampton City",244,1212.15,0.0145,0.0227,0.0068,49834
2019-10-31,"Bellevue","WA","Seattle-Tacoma-Bellevue","King County",245,2489.46,-0.0026,0.0104,0.0353,55073
2019-10-31,"Inglewood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",246,2552.62,0.0039,0.0086,-0.0063,23094
2019-10-31,"Kent","WA","Seattle-Tacoma-Bellevue","King County",247,1913.84,0.0092,0.0218,0.0221,38381
2019-10-31,"West Valley City","UT","Salt Lake City","Salt Lake County",248,1402.97,0.0077,0.019,0.0389,38440
2019-10-31,"Olathe","KS","Kansas City","Johnson County",249,1248.79,-0.0015,-0.0035,0.0027,44931
2019-10-31,"Warren","MI","Detroit-Warren-Dearborn","Macomb County",250,1122.1,-0.0063,0.0041,-0.019,53758
2019-10-31,"Miramar","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",251,1669.61,0.0013,0.0044,0.0166,53942
2019-10-31,"Thornton","CO","Denver-Aurora-Lakewood","Adams County",252,1736.33,0.005,0.0081,0.0046,46179
2019-10-31,"Abilene","TX","Abilene","Taylor County",253,942.86,0.0148,0.012,0.0143,43764
2019-10-31,"Billings","MT","Billings","Yellowstone County",254,1110.2,-0.0116,-0.0101,-0.0398,46075
2019-10-31,"Concord","CA","San Francisco-Oakland-Hayward","Contra Costa County",255,2681.63,-0.0034,0.0059,0.0102,74373
2019-10-31,"Cedar Rapids","IA","Cedar Rapids","Linn County",256,914.78,0.0119,0.0143,-0.0148,57152
2019-10-31,"Bloomington","IN","Bloomington","Monroe County",257,1296.22,0.0256,0.0172,0.0377,39199
2019-10-31,"Boulder","CO","Boulder","Boulder County",258,2208.22,-0.0091,-0.0156,-0.0029,48684
2019-10-31,"Sterling Heights","MI","Detroit-Warren-Dearborn","Macomb County",259,1350.7,0.0043,0.0122,0.0044,45988
2019-10-31,"Saginaw","MI","Saginaw","Saginaw County",260,734.31,0.0163,0.0226,0.0146,48222
2019-10-31,"Ramapo","NY","New York-Newark-Jersey City","Rockland County",261,2414.64,0.0082,0.0255,0.054,29311
2019-10-31,"Carrollton","TX","Dallas-Fort Worth-Arlington","Denton County",262,1504.31,0.0179,0.0195,-0.0196,41772
2019-10-31,"Coral Springs","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",263,1621.65,0.0065,0.0133,0.0271,55283
2019-10-31,"Thousand Oaks","CA","Oxnard-Thousand Oaks-Ventura","Ventura County",264,2892.7,-0.0094,-0.0074,-0.0006,42022
2019-10-31,"Victorville","CA","Riverside-San Bernardino-Ontario","San Bernardino County",265,1378.76,0.0203,0.0303,0.0527,44319
2019-10-31,"Roseville","CA","Sacramento--Roseville--Arden-Arcade","Placer County",266,1969.89,0.0037,0.0126,0.0451,49629
2019-10-31,"Surprise","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",267,1333.04,0.0268,0.04,0.0746,57466
2019-10-31,"New Haven","CT","New Haven-Milford","New Haven County",268,1322.67,-0.0006,0.0068,-0.0146,29552
2019-10-31,"Hamilton","OH","Cincinnati","Butler County",269,987.89,0.0114,0.0203,-0.0246,44526
2019-10-31,"Waco","TX","Waco","McLennan County",270,962.62,-0.0181,-0.0282,-0.006,37854
2019-10-31,"Simi Valley","CA","Oxnard-Thousand Oaks-Ventura","Ventura County",271,2623.55,-0.0014,0.0015,0.0198,41492
2019-10-31,"Stamford","CT","Bridgeport-Stamford-Norwalk","Fairfield County",272,2177.03,-0.0048,0.0036,-0.0161,75223
2019-10-31,"Pearland","TX","Houston-The Woodlands-Sugar Land","Brazoria County",273,1526.5,-0.0008,-0.0104,0.0053,45775
2019-10-31,"Elizabeth","NJ","New York-Newark-Jersey City","Union County",274,1786.29,0.0172,0.0214,0.0035,18237
2019-10-31,"Denton","TX","Dallas-Fort Worth-Arlington","Denton County",275,1257.68,0.0031,-0.0006,-0.0477,36448
2019-10-31,"Santa Fe","NM","Santa Fe","Santa Fe County",276,1954.34,0.0045,0.0372,0.0628,49664
2019-10-31,"Gainesville","GA","Gainesville","Hall County",277,1313.63,0.0111,0.0201,0.0195,43733
2019-10-31,"Springfield","IL","Springfield","Sangamon County",278,812.32,0.0171,0.0242,-0.0258,1681
2019-10-31,"Allentown","PA","Allentown-Bethlehem-Easton","Lehigh County",279,1221.08,0.011,0.0265,0.0034,38299
2019-10-31,"Lake Charles","LA","Lake Charles","Calcasieu Parish",280,1134.22,-0.0243,-0.0418,-0.0978,5285
2019-10-31,"Flint","MI","Flint","Genesee County",281,765.67,0.0196,0.0555,0.0102,51830
2019-10-31,"Frederick","MD","Washington-Arlington-Alexandria","Frederick County",282,1652.32,0.0101,0.0172,0.0212,47249
2019-10-31,"Hartford","CT","Hartford-West Hartford-East Hartford","Hartford County",283,1210.87,0.0193,0.0217,0.0078,27691
2019-10-31,"Murrieta","CA","Riverside-San Bernardino-Ontario","Riverside County",284,1844.36,0.0034,0.0059,0.0265,42427
2019-10-31,"Temecula","CA","Riverside-San Bernardino-Ontario","Riverside County",285,2091.32,-0.0058,-0.0039,0.0049,39469
2019-10-31,"Hemet","CA","Riverside-San Bernardino-Ontario","Riverside County",286,1596,0.0139,0.0306,0.066,33118
2019-10-31,"East Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",287,2277.05,0.0109,0.0154,-0.0161,17362
2019-10-31,"Joliet","IL","Chicago-Naperville-Elgin","Will County",288,1429.91,0.0132,0.0317,-0.0003,23962
2019-10-31,"Vallejo","CA","Vallejo-Fairfield","Solano County",289,2171.12,-0.0005,0.0091,0.0464,39049
2019-10-31,"Santa Clara","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",290,3354.19,0.0073,0.0093,0.0174,32638
2019-10-31,"Concord","NC","Charlotte-Concord-Gastonia","Cabarrus County",291,1262.65,-0.0026,-0.0018,0.0043,44674
2019-10-31,"Town Of Amherst","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County",292,1154.76,0.0017,0.0064,0.0102,39892
2019-10-31,"Athens","GA","Athens-Clarke County","Clarke County",293,1155.62,0.0251,0.0421,0.0341,36293
2019-10-31,"Falls Church","VA","Washington-Arlington-Alexandria","Fairfax County",294,1891.16,0.0029,0.0119,0.0138,37138
2019-10-31,"Norman","OK","Oklahoma City","Cleveland County",295,1012.4,0.0013,-0.0099,0.0097,41276
2019-10-31,"Wilmington","DE","Philadelphia-Camden-Wilmington","New Castle County",296,1306.55,0.0116,0.0155,-0.0084,42694
2019-10-31,"Nampa","ID","Boise City","Canyon County",297,1250.63,0.0152,0.0508,0.0985,39867
2019-10-31,"Berkeley","CA","San Francisco-Oakland-Hayward","Alameda County",298,3153.42,-0.0284,-0.0345,-0.0088,26848
2019-10-31,"Westminster","CO","Denver-Aurora-Lakewood","Adams County",299,1736.8,-0.0015,-0.0037,0.0059,41947
2019-10-31,"Rochester","MN","Rochester","Olmsted County",300,1210.52,0.0084,0.0099,-0.0134,46501
2019-10-31,"Clovis","CA","Fresno","Fresno County",301,1434.39,0.016,0.017,0.0139,37540
2019-10-31,"Stone Mountain","GA","Atlanta-Sandy Springs-Roswell","Dekalb County",302,1212.27,0.0172,0.0385,0.0423,41974
2019-10-31,"Summerville","SC","Charleston-North Charleston","Dorchester County",303,1350.05,0.0151,0.0246,0.0011,48603
2019-10-31,"Vista","CA","San Diego-Carlsbad","San Diego County",304,2433.99,0.0043,0.0142,0.0909,28254
2019-10-31,"Broken Arrow","OK","Tulsa","Tulsa County",305,932.74,0.0025,0.0115,0.0009,48037
2019-10-31,"Richmond","CA","San Francisco-Oakland-Hayward","Contra Costa County",306,2763.05,0.0047,0.0244,0.0261,64943
2019-10-31,"Arvada","CO","Denver-Aurora-Lakewood","Jefferson County",307,1693.73,0.0095,0.012,0.0176,48085
2019-10-31,"Charlottesville","VA","Charlottesville","Albemarle County",308,1549.23,0.0093,0.015,0.0134,42828
2019-10-31,"Independence","MO","Kansas City","Jackson County",309,922.83,0.0171,0.0246,-0.0161,45992
2019-10-31,"Tuscaloosa","AL","Tuscaloosa","Tuscaloosa County",310,1182.63,0.0328,0.0129,0.0343,31340
2019-10-31,"Provo","UT","Provo-Orem","Utah County",311,1284.04,0.021,0.0279,0.0183,23656
2019-10-31,"New Port Richey","FL","Tampa-St. Petersburg-Clearwater","Pasco County",312,1217.11,0.0138,0.0153,0.0205,56790
2019-10-31,"Spartanburg","SC","Spartanburg","Spartanburg County",313,1000.42,0.0026,0.0258,0.0204,36320
2019-10-31,"Bellingham","WA","Bellingham","Whatcom County",314,1685.76,0.0264,0.0355,0.0708,39953
2019-10-31,"Melbourne","FL","Palm Bay-Melbourne-Titusville","Brevard County",315,1393.02,0.0069,0.0066,0.0123,50966
2019-10-31,"Costa Mesa","CA","Los Angeles-Long Beach-Anaheim","Orange County",316,2828.71,0.0104,0.0105,0.0216,30003
2019-10-31,"Sparks","NV","Reno","Washoe County",317,1513.43,0.0143,0.0282,0.0067,43492
2019-10-31,"Bend","OR","Bend-Redmond","Deschutes County",318,1842.71,0.015,0.0296,0.0521,62350
2019-10-31,"El Monte","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",319,2366.36,0.0131,0.0212,-0.0311,17046
2019-10-31,"College Station","TX","College Station-Bryan","Brazos County",320,1143.28,-0.0092,-0.0299,0.0027,34720
2019-10-31,"Miami Gardens","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",321,1743.18,0.0149,0.0213,0.0056,33920
2019-10-31,"Chico","CA","Chico","Butte County",322,1793.76,0.0131,0.0446,0.2131,30394
2019-10-31,"Downey","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",323,2425.21,0.0082,0.0096,-0.0128,23490
2019-10-31,"Tracy","CA","Stockton-Lodi","San Joaquin County",324,1978.18,0.01,0.0166,-0.0002,35529
2019-10-31,"Ventura","CA","Oxnard-Thousand Oaks-Ventura","Ventura County",325,2576.19,0.0008,0.0068,0.0248,32917
2019-10-31,"North Charleston","SC","Charleston-North Charleston","Charleston County",326,1288.62,0.0059,0.0127,-0.0002,34527
2019-10-31,"Lewisville","TX","Dallas-Fort Worth-Arlington","Denton County",327,1482.37,0.0102,0.0041,-0.0347,30500
2019-10-31,"West Covina","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",328,2400.88,0.004,0.0088,0.0162,28445
2019-10-31,"Rock Hill","SC","Charlotte-Concord-Gastonia","York County",329,1049.8,-0.0079,-0.0068,0.0187,5925
2019-10-31,"Bowling Green","KY","Bowling Green","Warren County",330,1048.21,0.0029,0.0236,-0.0037,32268
2019-10-31,"Yakima","WA","Yakima","Yakima County",331,1235.07,-0.0041,0.0184,0.0194,37090
2019-10-31,"Redding","CA","Redding","Shasta County",332,1400.34,-0.0283,-0.0244,0.0618,33220
2019-10-31,"Manchester","NH","Manchester-Nashua","Hillsborough County",333,1435.65,0.0196,0.0314,0.0319,34815
2019-10-31,"Saint Augustine","FL","Jacksonville","Saint Johns County",334,1588.06,0.005,0.0135,0.0068,56692
2019-10-31,"Delray Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",335,1915.99,0.0246,0.0371,0.049,76385
2019-10-31,"Lowell","MA","Boston-Cambridge-Newton","Middlesex County",336,2009.62,-0.0444,-0.0319,0.0068,47625
2019-10-31,"Waterbury","CT","New Haven-Milford","New Haven County",337,1062.94,0.0044,0.0075,-0.0146,34059
2019-10-31,"West Palm Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",338,1592.46,-0.0086,-0.0055,-0.0001,52030
2019-10-31,"Carlsbad","CA","San Diego-Carlsbad","San Diego County",339,2917.73,0.0097,0.0148,0.0428,41218
2019-10-31,"Elgin","IL","Chicago-Naperville-Elgin","Kane County",340,1372.69,0.0085,-0.0025,0.0213,37283
2019-10-31,"Santa Barbara","CA","Santa Maria-Santa Barbara","Santa Barbara County",341,3736.36,-0.0071,-0.0007,0.015,27653
2019-10-31,"Laurel","MD","Washington-Arlington-Alexandria","Prince Georges County",342,1714.14,0.0015,0.0004,0.0065,33325
2019-10-31,"Cambridge","MA","Boston-Cambridge-Newton","Middlesex County",343,2891.04,-0.0216,-0.0051,0.0422,36026
2019-10-31,"Fargo","ND","Fargo","Cass County",344,952.26,0.0289,0.0123,-0.0149,32244
2019-10-31,"West Jordan","UT","Salt Lake City","Salt Lake County",345,1455.27,0.0038,0.0092,0.0226,35431
2019-10-31,"Greenville","NC","Greenville","Pitt County",346,975.76,0.0084,0.0098,0.0511,32029
2019-10-31,"Manassas","VA","Washington-Arlington-Alexandria","Prince William County",347,1835.92,0.0025,0.0094,0.0229,35547
2019-10-31,"Hillsboro","OR","Portland-Vancouver-Hillsboro","Washington County",348,1623.53,0.0042,0.0039,0.0121,27594
2019-10-31,"Palm Bay","FL","Palm Bay-Melbourne-Titusville","Brevard County",349,1311.07,0.0118,0.0208,0.0136,48605
2019-10-31,"Richardson","TX","Dallas-Fort Worth-Arlington","Dallas County",350,1503.82,0.011,0.0165,0.006,35281
2019-10-31,"West Chester","PA","Philadelphia-Camden-Wilmington","Chester County",351,1915.45,0.0179,0.0192,0.0353,36588
2019-10-31,"Norwalk","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",352,2357.42,0.0029,0.0103,0.0036,23563
2019-10-31,"Vero Beach","FL","Sebastian-Vero Beach","Indian River County",353,1529.64,0.0021,0.0049,0.0197,58881
2019-10-31,"Peoria","IL","Peoria","Peoria County",354,829.03,0.0055,0.0068,-0.0067,41342
2019-10-31,"Centennial","CO","Denver-Aurora-Lakewood","Arapahoe County",355,1952.58,0.0085,-0.0012,0.0101,39328
2019-10-31,"Douglasville","GA","Atlanta-Sandy Springs-Roswell","Douglas County",356,1243.44,0.034,0.0294,0.0538,42681
2019-10-31,"Antioch","CA","San Francisco-Oakland-Hayward","Contra Costa County",357,2259.71,-0.0007,0.003,0.0431,64042
2019-10-31,"Perris","CA","Riverside-San Bernardino-Ontario","Riverside County",358,1785.11,-0.0027,0.0061,0.0515,22816
2019-10-31,"Springfield","VA","Washington-Arlington-Alexandria","Fairfax County",359,2122.88,-0.0067,0.0025,0.0286,34931
2019-10-31,"Fairfield","CA","Vallejo-Fairfield","Solano County",360,2086.97,0.0041,0.0216,0.0569,34309
2019-10-31,"Davenport","IA","Davenport-Moline-Rock Island","Scott County",361,828.5,-0.0076,-0.0124,-0.0488,33859
2019-10-31,"Lehigh Acres","FL","Cape Coral-Fort Myers","Lee County",362,1225.54,0.0164,0.018,0.0076,42849
2019-10-31,"Everett","WA","Seattle-Tacoma-Bellevue","Snohomish County",363,1782.62,-0.0022,0.0055,0.016,41994
2019-10-31,"Wichita Falls","TX","Wichita Falls","Wichita County",364,801.95,0.0161,0.0058,0,34283
2019-10-31,"Erie","PA","Erie","Erie County",365,824.64,0.0378,0.0437,0.0222,33542
2019-10-31,"Pompano Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",366,1736.91,0.013,0.0225,0.0228,59184
2019-10-31,"San Leandro","CA","San Francisco-Oakland-Hayward","Alameda County",367,2709.54,-0.0055,-0.0021,0.0134,27564
2019-10-31,"Riverview","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",368,1349.38,0.0062,0.0108,0.0089,46755
2019-10-31,"Burbank","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",369,2833.53,0.0087,0.007,0.012,27354
2019-10-31,"Vacaville","CA","Vallejo-Fairfield","Solano County",370,2140.43,0.0077,0.0242,0.0645,31247
2019-10-31,"Madera","CA","Madera","Madera County",371,1318.83,0.0212,0.0305,0.0385,24094
2019-10-31,"Albany","NY","Albany-Schenectady-Troy","Albany County",372,1231.15,-0.0024,-0.0154,-0.0008,27298
2019-10-31,"Grand Junction","CO","Grand Junction","Mesa County",373,1243.01,0.0077,0.0172,0.0348,43253
2019-10-31,"Hesperia","CA","Riverside-San Bernardino-Ontario","San Bernardino County",374,1409.68,0.011,0.0253,0.0519,33881
2019-10-31,"Jackson","MI","Jackson","Jackson County",375,877.07,0.0073,0.0255,0.0044,7060
2019-10-31,"The Woodlands","TX","Houston-The Woodlands-Sugar Land","Montgomery County",376,1610.18,0.019,0.0342,0.0165,44133
2019-10-31,"Longview","TX","Longview","Gregg County",377,970.29,0.0134,-0.0115,0.0196,31921
2019-10-31,"San Mateo","CA","San Francisco-Oakland-Hayward","San Mateo County",378,3672.03,0.0004,0.0066,0.0433,32204
2019-10-31,"Edison","NJ","New York-Newark-Jersey City","Middlesex County",379,1820.33,-0.0063,-0.0068,-0.0175,28809
2019-10-31,"Franklin","TN","Nashville-Davidson--Murfreesboro--Franklin","Williamson County",380,1771.57,-0.0028,-0.0087,0.002,44040
2019-10-31,"Sandy Springs","GA","Atlanta-Sandy Springs-Roswell","Fulton County",381,1720.19,0.0077,0.0066,0.0309,41479
2019-10-31,"Merced","CA","Merced","Merced County",382,1312.91,0.0059,0.0165,0.0188,26254
2019-10-31,"Jacksonville","NC","Jacksonville","Onslow County",383,928.35,0.0127,0.0268,0.0257,36642
2019-10-31,"Santa Cruz","CA","Santa Cruz-Watsonville","Santa Cruz County",384,3294.72,-0.0015,0.0145,0.0099,26860
2019-10-31,"Lexington","SC","Columbia","Lexington County",385,1228.89,0.0145,0.0206,0.0258,37451
2019-10-31,"Chapel Hill","NC","Durham-Chapel Hill","Orange County",386,1457.31,0.0027,-0.0033,0.0491,36979
2019-10-31,"Kennesaw","GA","Atlanta-Sandy Springs-Roswell","Cobb County",387,1422.33,0.0136,0.0239,0.0205,37263
2019-10-31,"Woodbridge Township","NJ","New York-Newark-Jersey City","Middlesex County",388,1827.43,-0.0015,-0.0127,-0.0238,2045
2019-10-31,"Clinton","MI","Detroit-Warren-Dearborn","Macomb County",389,1177.4,0.0146,0.0287,-0.0081,35875
2019-10-31,"Elkhart","IN","Elkhart-Goshen","Elkhart County",390,852.13,0.0104,0.0066,-0.0188,29420
2019-10-31,"Daly City","CA","San Francisco-Oakland-Hayward","San Mateo County",391,3437.68,0.0014,0.0073,0.0302,25862
2019-10-31,"Rialto","CA","Riverside-San Bernardino-Ontario","San Bernardino County",392,1814.06,0.0109,0.0191,0.026,22500
2019-10-31,"Davie","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",393,1705.19,0.0004,0.0028,0.0036,39211
2019-10-31,"Columbia","MD","Baltimore-Columbia-Towson","Howard County",394,1822.4,0.0073,0.0128,0.0287,35870
2019-10-31,"Meridian","ID","Boise City","Ada County",395,1452.88,0.0139,0.0405,0.0691,44029
2019-10-31,"Lawrence","KS","Lawrence","Douglas County",396,1040.04,-0.0029,-0.0188,-0.0474,33509
2019-10-31,"Napa","CA","Napa","Napa County",397,2885.98,0.0084,0.0131,0.0275,29721
2019-10-31,"Highlands Ranch","CO","Denver-Aurora-Lakewood","Douglas County",398,2090.01,-0.0022,-0.0201,-0.0014,35304
2019-10-31,"Lynchburg","VA","Lynchburg","Lynchburg City",399,892.79,-0.013,-0.0115,-0.0384,32848
2019-10-31,"Greeley","CO","Greeley","Weld County",400,1558.33,0.014,0.0222,0.0211,30844
2019-10-31,"League City","TX","Houston-The Woodlands-Sugar Land","Galveston County",401,1364.88,0.0007,-0.005,-0.0176,38262
2019-10-31,"Lakewood Township","NJ","New York-Newark-Jersey City","Ocean County",402,1838.81,0.0068,0.0095,0.0316,24743
2019-10-31,"Mission Viejo","CA","Los Angeles-Long Beach-Anaheim","Orange County",403,2593.1,-0.0026,0.0021,0.0134,36885
2019-10-31,"High Point","NC","Greensboro-High Point","Guilford County",404,839.03,0.0134,0.0208,-0.0044,38559
2019-10-31,"Lithonia","GA","Atlanta-Sandy Springs-Roswell","Dekalb County",405,1154.77,0.0139,0.0288,0.0568,37861
2019-10-31,"Anderson","SC","Greenville-Anderson-Mauldin","Anderson County",406,871.99,-0.0194,-0.0066,-0.0413,17678
2019-10-31,"Livermore","CA","San Francisco-Oakland-Hayward","Alameda County",407,2901.57,0.0021,0.0058,0.0191,29631
2019-10-31,"Spring Hill","FL","Tampa-St. Petersburg-Clearwater","Hernando County",408,1277.48,0.0221,0.0363,0.0357,48124
